DATE,AQI,PM2.5,PM10,SO2,NO2,CO2,O3
30-06-2015,33,14,20,2,26,0.38,58
01-05-2015,162,125,140,12,45,1.06,67
02-05-2015,67,45,68,2,29,0.56,75
03-05-2015,86,41,95,2,24,0.42,75
04-05-2015,56,22,64,4,20,0.3,90
05-05-2015,75,43,93,7,36,0.48,74
06-05-2015,59,19,70,3,23,0.31,79
07-05-2015,90,41,128,6,36,0.55,75
08-05-2015,88,52,115,11,36,1.01,86
09-05-2015,57,39,51,6,32,1.03,44
10-05-2015,50,34,34,4,45,1.31,26
11-05-2015,42,24,19,2,30,0.82,45
12-05-2015,47,19,44,2,40,0.5,73
13-05-2015,95,56,133,3,65,0.77,70
14-05-2015,57,19,61,4,29,0.35,82
15-05-2015,47,22,47,2,25,0.38,88
16-05-2015,78,46,95,8,42,0.67,102
17-05-2015,167,126,182,15,42,1.15,111
18-05-2015,96,55,92,3,32,0.55,70
19-05-2015,51,11,49,2,16,0.27,81
20-05-2015,46,15,37,2,22,0.31,85
21-05-2015,71,33,83,5,42,0.51,89
22-05-2015,103,52,89,11,41,0.76,144
23-05-2015,142,94,139,15,53,0.99,136
24-05-2015,170,114,164,16,56,1.21,134
25-05-2015,155,101,165,23,46,1.15,168
26-05-2015,143,87,148,18,38,0.91,158
27-05-2015,135,91,141,11,33,0.86,150
28-05-2015,157,116,151,23,36,1.16,145
29-05-2015,95,61,93,5,42,0.8,92
30-05-2015,94,54,90,6,39,0.75,101
31-05-2015,102,54,101,14,43,0.88,115
01-04-2015,81,58,78,4,48,0.72,36
02-04-2015,55,35,18,3,25,0.7,65
03-04-2015,50,28,40,3,26,0.57,88
04-04-2015,85,62,74,4,36,0.64,90
05-04-2015,91,53,98,2,29,0.46,66
06-04-2015,40,20,32,2,13,0.29,70
07-04-2015,43,22,39,3,22,0.35,68
08-04-2015,129,97,123,12,48,0.85,51
09-04-2015,210,161,189,16,58,1.19,57
10-04-2015,191,150,185,8,61,1.07,60
11-04-2015,182,141,76,16,46,1.75,73
12-04-2015,40,11,26,2,12,0.26,76
13-04-2015,53,26,38,2,22,0.37,96
14-04-2015,75,54,83,5,54,0.71,66
15-04-2015,215,108,285,14,70,0.94,54
16-04-2015,105,25,132,3,13,0.24,86
17-04-2015,113,67,173,16,54,0.67,54
18-04-2015,181,137,272,26,88,1.5,48
19-04-2015,94,59,132,5,29,0.61,76
20-04-2015,93,66,112,6,43,0.78,62
21-04-2015,100,62,129,8,43,0.64,68
22-04-2015,76,43,100,8,48,0.61,70
23-04-2015,84,54,107,10,49,0.62,60
24-04-2015,103,51,155,7,47,0.63,75
25-04-2015,108,71,158,12,64,0.84,95
26-04-2015,144,98,181,19,52,0.97,122
27-04-2015,116,81,133,12,45,0.9,103
28-04-2015,63,43,68,5,38,0.71,85
29-04-2015,151,114,135,10,48,1.32,100
30-04-2015,159,114,146,11,43,1.07,123
01-03-2015,73,44,90,11,39,0.89,45
02-03-2015,86,53,82,17,44,1.36,43
03-03-2015,49,7,48,2,10,0.28,70
04-03-2015,42,24,41,12,30,0.64,49
05-03-2015,144,110,129,46,59,1.56,34
06-03-2015,246,195,217,59,82,2.15,28
07-03-2015,282,231,245,40,82,2.36,42
08-03-2015,170,128,148,21,52,1.43,44
09-03-2015,40,7,27,2,14,0.31,71
10-03-2015,48,29,45,12,38,0.75,50
11-03-2015,56,36,51,13,46,0.95,44
12-03-2015,83,61,78,20,59,1.17,46
13-03-2015,89,63,81,20,59,1.3,39
14-03-2015,129,96,119,39,83,1.87,16
15-03-2015,147,102,198,26,72,1.71,44
16-03-2015,255,207,294,32,85,2.02,18
17-03-2015,226,182,222,15,57,1.7,52
18-03-2015,71,46,87,12,49,0.77,51
19-03-2015,134,80,203,10,69,1.09,39
20-03-2015,125,43,198,5,45,0.55,56
21-03-2015,77,18,103,3,27,0.35,66
22-03-2015,77,19,104,3,20,0.34,70
23-03-2015,66,34,84,6,43,0.69,46
24-03-2015,106,76,122,28,67,1.82,45
25-03-2015,162,122,158,40,78,1.83,52
26-03-2015,140,105,153,21,56,1.04,77
27-03-2015,139,105,146,30,54,1.01,80
28-03-2015,188,63,276,8,33,0.53,68
29-03-2015,202,74,282,17,66,1.05,51
30-03-2015,220,148,337,29,62,1.4,73
31-03-2015,199,151,191,21,53,2.33,47
01-02-2015,103,76,98,40,67,1.9,13
02-02-2015,183,139,155,56,86,2.46,11
03-02-2015,155,117,78,28,61,1.91,34
04-02-2015,36,10,32,9,19,0.38,61
05-02-2015,45,27,35,16,42,0.71,47
06-02-2015,88,65,78,29,72,1.78,24
07-02-2015,37,13,26,10,22,0.43,65
08-02-2015,44,23,31,16,29,0.58,50
09-02-2015,143,108,126,47,78,1.9,17
10-02-2015,162,122,138,47,93,2.39,24
11-02-2015,62,41,56,22,43,1.01,52
12-02-2015,50,31,41,16,43,0.77,53
13-02-2015,157,120,131,33,83,2.14,24
14-02-2015,287,236,238,55,109,3.16,30
15-02-2015,335,284,307,78,113,4.41,16
16-02-2015,164,121,155,30,54,2.27,36
17-02-2015,42,21,41,9,28,0.53,54
18-02-2015,67,45,56,18,30,0.74,58
19-02-2015,265,217,248,54,41,1.49,39
20-02-2015,181,138,20,8,40,1.51,23
21-02-2015,279,152,172,8,31,1.63,31
22-02-2015,198,41,276,4,14,0.39,57
23-02-2015,94,55,113,20,33,0.79,41
24-02-2015,198,153,213,33,58,2.12,28
25-02-2015,104,74,105,9,32,1.04,47
26-02-2015,31,12,22,6,18,0.39,61
27-02-2015,40,23,37,13,29,0.67,44
28-02-2015,162,123,126,7,40,1.28,21
01-01-2015,61,41,66,23,49,1.09,29
02-01-2015,69,48,78,30,58,1.28,23
03-01-2015,194,148,193,66,100,3.24,8
04-01-2015,217,173,224,74,119,3.67,12
05-01-2015,154,106,156,57,70,2.89,30
06-01-2015,53,34,51,22,40,0.8,37
07-01-2015,85,61,89,38,64,1.77,14
08-01-2015,162,124,151,49,91,2.98,7
09-01-2015,99,73,92,32,61,1.57,28
10-01-2015,191,146,174,54,94,2.8,17
11-01-2015,56,37,55,18,46,0.89,33
12-01-2015,154,116,145,42,72,2.18,12
13-01-2015,203,155,183,54,91,2.81,7
14-01-2015,264,213,250,54,100,3.09,4
15-01-2015,372,328,375,34,111,4.73,5
16-01-2015,138,111,119,9,41,1.63,42
17-01-2015,83,59,71,29,57,1.2,25
18-01-2015,112,68,109,29,51,1.49,35
19-01-2015,66,42,73,25,58,1.28,27
20-01-2015,112,84,107,43,74,1.99,11
21-01-2015,33,19,23,15,32,0.63,43
22-01-2015,129,97,120,39,79,2,13
23-01-2015,257,206,232,61,120,3.56,6
24-01-2015,130,95,145,32,69,2,17
25-01-2015,175,134,99,15,60,1.74,11
26-01-2015,136,102,106,10,42,1.67,30
27-01-2015,33,16,28,14,29,0.62,40
28-01-2015,52,36,47,21,49,1.04,24
29-01-2015,89,62,77,21,41,1.2,33
30-01-2015,27,11,21,12,25,0.53,48
31-01-2015,43,29,42,19,42,0.84,32
01-12-2014,55,9,56,6,18,0.46,43
02-12-2014,25,11,21,9,34,0.65,23
03-12-2014,56,7,63,5,14,0.3,58
04-12-2014,33,7,29,6,16,0.33,54
05-12-2014,42,24,44,16,40,0.76,34
06-12-2014,82,58,90,33,68,1.77,13
07-12-2014,74,49,77,27,48,1.46,24
08-12-2014,78,55,80,29,59,1.29,21
09-12-2014,267,216,280,64,108,4.8,4
10-12-2014,185,127,216,27,61,2.52,32
11-12-2014,39,19,38,15,31,0.57,41
12-12-2014,41,11,40,7,21,0.43,41
13-12-2014,64,38,74,22,46,1.04,25
14-12-2014,108,79,120,41,75,1.7,17
15-12-2014,108,63,116,26,44,1.48,37
16-12-2014,33,6,29,5,13,0.34,49
17-12-2014,94,66,110,31,62,1.54,17
18-12-2014,186,142,193,79,93,3.88,8
19-12-2014,57,31,54,14,32,0.96,43
20-12-2014,22,8,17,10,23,0.48,36
21-12-2014,39,15,36,13,29,0.61,35
22-12-2014,94,69,114,39,73,2.08,16
23-12-2014,99,73,110,48,76,2.43,13
24-12-2014,31,12,30,16,32,0.5,39
25-12-2014,42,27,43,22,53,1,28
26-12-2014,154,117,157,58,92,3.05,5
27-12-2014,234,185,230,69,123,4.09,5
28-12-2014,160,120,186,50,91,2.77,20
29-12-2014,134,96,165,41,83,2.76,19
30-12-2014,52,24,60,21,50,1.03,31
31-12-2014,46,5,49,6,10,0.28,54
01-11-2014,85,57,85,5,49,1.07,22
02-11-2014,29,7,25,3,24,0.34,44
03-11-2014,51,24,55,5,45,0.76,25
04-11-2014,126,94,135,15,69,1.39,16
05-11-2014,125,91,112,8,57,1.42,25
06-11-2014,34,9,22,2,24,0.36,46
07-11-2014,61,41,67,12,47,1.16,15
08-11-2014,91,67,85,8,56,1.48,17
09-11-2014,79,57,77,6,57,1.11,26
10-11-2014,92,67,87,8,66,1.34,17
11-11-2014,70,33,66,4,30,0.69,38
12-11-2014,42,5,41,2,10,0.22,62
13-11-2014,44,22,45,7,48,0.76,26
14-11-2014,54,33,60,15,56,1.03,17
15-11-2014,124,93,137,32,84,2.05,5
16-11-2014,105,74,108,15,55,1.58,28
17-11-2014,38,21,40,13,45,0.74,32
18-11-2014,78,55,93,28,69,1.72,10
19-11-2014,267,217,284,43,122,3.32,4
20-11-2014,342,291,360,29,135,3.72,4
21-11-2014,215,176,225,20,108,2.69,13
22-11-2014,50,31,54,14,55,0.82,25
23-11-2014,155,117,164,22,91,2.36,3
24-11-2014,103,75,112,15,72,1.75,13
25-11-2014,177,138,180,28,94,2.51,6
26-11-2014,279,228,283,37,118,3.55,4
27-11-2014,101,72,108,11,57,1.2,26
28-11-2014,113,80,149,22,72,1.65,12
29-11-2014,269,218,299,18,92,3.46,2
30-11-2014,209,88,241,9,40,1.33,33
01-10-2014,91,66,77,4,57,0.97,3
02-10-2014,75,54,51,4,46,0.95,18
03-10-2014,119,89,108,4,52,1.59,8
04-10-2014,101,75,45,2,38,1.13,37
05-10-2014,48,29,40,2,29,0.7,38
06-10-2014,47,25,50,2,46,0.46,36
07-10-2014,179,139,181,12,86,1.29,46
08-10-2014,309,258,292,9,102,2.09,30
09-10-2014,380,331,354,5,92,2.29,34
10-10-2014,351,300,268,12,84,2.36,48
11-10-2014,233,190,126,6,60,1.8,38
12-10-2014,25,6,8,2,22,0.25,45
13-10-2014,29,11,26,4,30,0.31,37
14-10-2014,72,43,90,7,61,0.69,28
15-10-2014,81,43,99,4,43,0.59,34
16-10-2014,73,33,93,7,54,0.63,28
17-10-2014,127,93,176,11,104,1.21,23
18-10-2014,194,152,229,17,113,2,46
19-10-2014,289,238,307,12,118,2.39,31
20-10-2014,254,203,226,4,75,1.55,20
21-10-2014,67,33,81,19,56,1.21,18
22-10-2014,100,71,135,10,75,1.26,4
23-10-2014,154,116,175,12,87,1.56,6
24-10-2014,263,212,260,10,87,2.06,26
25-10-2014,341,291,327,6,88,2.45,24
26-10-2014,85,58,61,2,39,0.67,40
27-10-2014,50,24,58,7,52,0.63,20
28-10-2014,84,61,109,11,71,1,12
29-10-2014,138,104,160,12,88,1.29,14
30-10-2014,203,155,194,16,99,1.68,9
31-10-2014,201,152,180,10,88,2.12,8
01-09-2014,126,94,83,3,45,1.59,57
02-09-2014,36,19,14,2,30,0.83,58
03-09-2014,36,14,34,5,37,0.55,57
04-09-2014,70,40,86,4,66,0.86,48
05-09-2014,120,86,137,8,51,1.03,104
06-09-2014,183,137,161,11,39,1.38,109
07-09-2014,196,150,182,9,43,1.26,92
08-09-2014,46,13,30,3,24,0.34,74
09-09-2014,75,35,82,5,48,0.65,84
10-09-2014,97,63,111,11,56,1.08,92
11-09-2014,109,82,122,14,63,1.41,58
12-09-2014,98,72,53,3,50,0.96,42
13-09-2014,93,67,96,7,49,0.8,69
14-09-2014,69,41,76,3,47,0.54,35
15-09-2014,45,17,47,5,36,0.4,38
16-09-2014,71,38,91,4,66,0.6,19
17-09-2014,75,50,88,3,61,0.71,26
18-09-2014,88,62,94,3,58,0.73,59
19-09-2014,102,76,113,5,61,0.88,53
20-09-2014,159,121,126,4,53,1.19,78
21-09-2014,134,101,120,14,45,1.72,67
22-09-2014,124,93,107,10,58,1.98,22
23-09-2014,66,47,22,2,40,1.08,14
24-09-2014,49,33,40,2,44,0.79,33
25-09-2014,139,104,127,3,53,1.29,26
26-09-2014,162,122,100,8,62,1.58,21
27-09-2014,51,30,36,2,41,0.58,45
28-09-2014,84,56,107,8,67,1.23,18
29-09-2014,78,51,76,3,38,0.88,32
30-09-2014,48,23,51,7,39,0.62,24
01-08-2014,196,148,126,3,34,1.33,112
02-08-2014,164,124,131,2,39,1.07,111
03-08-2014,151,110,138,2,38,1.01,107
04-08-2014,50,31,42,2,36,0.61,38
05-08-2014,48,24,49,5,37,0.58,58
06-08-2014,59,31,63,2,46,0.58,66
07-08-2014,114,61,92,10,44,1.13,124
09-08-2014,133,81,123,8,41,1.08,125
10-08-2014,78,32,51,2,33,0.6,106
11-08-2014,51,23,48,2,39,0.48,80
12-08-2014,70,24,57,5,44,0.65,97
13-08-2014,45,25,35,2,34,0.61,59
14-08-2014,61,29,44,3,38,0.63,75
15-08-2014,73,33,65,4,47,0.61,89
16-08-2014,97,54,92,6,49,0.87,121
17-08-2014,96,52,87,4,31,0.78,136
18-08-2014,88,57,85,5,37,0.82,117
19-08-2014,129,85,119,5,40,0.97,129
20-08-2014,143,103,145,13,40,1.07,133
21-08-2014,178,126,168,8,48,1.15,120
23-08-2014,142,106,138,4,54,1.09,114
24-08-2014,46,16,37,4,27,0.44,72
25-08-2014,45,16,42,3,36,0.45,64
26-08-2014,64,24,71,4,60,0.54,59
27-08-2014,90,47,106,7,59,0.7,101
28-08-2014,104,77,119,6,53,0.91,94
29-08-2014,98,73,81,3,35,0.98,104
30-08-2014,170,128,147,4,58,1.53,43
31-08-2014,87,64,49,2,29,0.99,86
01-07-2014,124,88,136,17,48,0.99,96
02-07-2014,84,55,57,2,27,0.87,100
03-07-2014,238,189,111,4,39,1.28,83
04-07-2014,237,186,118,4,39,1.26,102
05-07-2014,167,124,105,3,38,1.14,95
06-07-2014,253,202,154,8,35,1.35,108
07-07-2014,210,165,185,8,40,1.17,114
08-07-2014,150,105,123,8,40,0.86,75
09-07-2014,59,24,69,5,54,0.56,47
10-07-2014,78,27,80,8,42,0.51,95
11-07-2014,60,26,63,4,37,0.44,82
12-07-2014,49,12,37,2,32,0.32,86
13-07-2014,49,16,52,2,39,0.4,64
14-07-2014,91,26,63,4,42,0.52,110
15-07-2014,111,49,110,6,28,0.6,162
16-07-2014,117,86,107,4,43,0.8,64
17-07-2014,173,132,134,4,40,1.84,80
18-07-2014,185,141,109,6,37,1.63,121
19-07-2014,116,81,101,2,32,0.75,109
20-07-2014,97,66,91,3,26,0.72,104
21-07-2014,51,26,42,4,23,0.48,71
22-07-2014,39,11,36,7,39,0.47,37
23-07-2014,63,25,74,5,59,0.71,41
24-07-2014,86,61,112,6,68,0.98,53
25-07-2014,109,64,90,6,42,1.22,108
26-07-2014,155,94,135,10,41,1.18,143
27-07-2014,160,106,154,17,34,0.98,165
28-07-2014,168,121,155,8,32,0.94,133
29-07-2014,164,125,149,5,28,0.85,137
30-07-2014,160,119,68,2,28,1.35,104
31-07-2014,244,193,72,3,35,1.62,104
01-06-2014,88,43,65,2,27,0.65,132
02-06-2014,62,27,46,2,29,0.47,104
03-06-2014,75,32,60,13,39,0.57,115
04-06-2014,98,54,90,8,46,0.87,121
05-06-2014,111,60,102,10,46,0.83,132
06-06-2014,88,59,96,10,45,1.04,55
07-06-2014,37,9,26,2,27,0.35,64
08-06-2014,56,25,56,6,55,0.65,58
09-06-2014,58,27,53,6,42,0.59,75
10-06-2014,90,66,84,6,42,1.17,78
11-06-2014,69,38,38,2,30,0.7,78
12-06-2014,63,24,57,5,39,0.51,89
13-06-2014,100,50,88,7,44,0.87,90
14-06-2014,83,37,67,3,39,0.63,119
15-06-2014,149,98,138,13,50,1.16,134
16-06-2014,167,126,150,3,41,1.01,120
17-06-2014,120,81,99,3,33,0.89,114
18-06-2014,87,60,72,3,35,0.73,99
19-06-2014,158,120,132,5,44,1.16,91
20-06-2014,71,43,37,2,27,0.79,86
21-06-2014,100,65,62,4,33,0.96,83
22-06-2014,59,28,40,2,30,0.58,81
23-06-2014,64,23,44,2,37,0.47,90
24-06-2014,97,49,86,5,51,0.73,117
25-06-2014,134,100,124,10,47,1.21,87
26-06-2014,173,125,53,3,32,1.05,114
27-06-2014,47,18,40,2,33,0.43,76
28-06-2014,50,19,45,5,41,0.43,68
29-06-2014,84,41,84,10,51,1,88
30-06-2014,121,72,120,15,52,1.17,144
01-05-2014,166,121,186,18,41,0.85,95
02-05-2014,48,22,45,2,21,0.29,73
03-05-2014,94,36,128,5,42,0.42,49
04-05-2014,55,25,59,3,17,0.34,72
05-05-2014,50,23,54,3,37,0.44,59
06-05-2014,99,73,124,26,61,0.92,62
07-05-2014,95,62,102,11,45,0.91,62
08-05-2014,102,74,107,15,46,0.99,91
09-05-2014,88,61,106,33,52,1.33,80
10-05-2014,72,50,87,27,50,1.17,75
11-05-2014,45,24,20,3,29,0.82,68
12-05-2014,60,34,68,6,43,0.65,68
13-05-2014,89,51,123,10,56,0.65,62
14-05-2014,55,17,62,7,26,0.29,69
15-05-2014,116,59,180,7,60,0.55,51
16-05-2014,92,47,128,9,50,0.57,80
17-05-2014,98,55,120,23,59,0.97,102
18-05-2014,112,79,145,23,55,0.94,125
19-05-2014,140,104,156,14,43,0.98,143
20-05-2014,121,78,129,9,45,0.89,111
21-05-2014,142,107,168,25,52,1.46,126
22-05-2014,191,138,198,37,62,1.44,111
23-05-2014,127,80,155,19,55,0.81,120
24-05-2014,101,75,80,5,45,1.01,54
25-05-2014,121,65,114,2,29,0.67,57
26-05-2014,65,21,76,4,54,0.44,62
27-05-2014,105,35,149,4,43,0.39,64
28-05-2014,80,30,90,8,54,0.6,90
29-05-2014,97,42,116,9,65,0.69,103
30-05-2014,140,81,167,34,57,1.49,169
31-05-2014,157,112,210,42,58,2.11,166
01-04-2014,140,105,118,16,60,0.94,74
02-04-2014,131,99,157,20,57,0.98,75
03-04-2014,63,22,79,5,36,0.46,59
04-04-2014,91,31,131,8,39,0.56,56
05-04-2014,64,21,80,5,29,0.38,74
06-04-2014,97,52,142,12,58,0.65,53
07-04-2014,133,97,175,19,62,0.8,79
08-04-2014,224,173,237,37,82,1.47,89
09-04-2014,194,121,238,19,50,0.9,78
10-04-2014,271,86,379,27,51,1.28,48
11-04-2014,88,59,112,16,60,0.96,53
12-04-2014,131,99,135,24,75,1.44,61
13-04-2014,197,151,183,25,71,1.28,88
14-04-2014,284,234,266,38,69,1.83,139
15-04-2014,132,91,142,16,61,0.97,48
16-04-2014,83,51,113,11,68,0.74,39
17-04-2014,121,91,124,18,70,1.38,48
18-04-2014,181,138,124,16,64,1.54,50
19-04-2014,83,61,83,14,64,0.78,49
20-04-2014,82,59,79,7,53,0.63,52
21-04-2014,68,48,79,7,55,0.58,57
22-04-2014,80,57,101,9,54,0.58,77
23-04-2014,149,112,146,20,41,0.89,87
24-04-2014,152,115,133,18,46,0.92,92
25-04-2014,175,129,189,20,68,1.03,76
26-04-2014,65,37,82,4,27,0.35,59
27-04-2014,74,50,91,6,46,0.62,60
28-04-2014,84,61,97,7,49,0.72,79
29-04-2014,118,89,143,17,67,0.94,86
30-04-2014,139,102,158,19,66,0.97,93
01-03-2014,57,38,57,23,48,0.84,50
02-03-2014,175,134,164,60,93,2.55,19
03-03-2014,267,217,247,95,102,4.17,5
04-03-2014,88,59,80,28,40,1.3,43
05-03-2014,38,19,34,16,34,0.77,49
06-03-2014,36,15,27,14,29,0.6,55
07-03-2014,63,44,66,24,47,1.02,35
08-03-2014,191,146,180,69,95,2.37,26
09-03-2014,126,94,118,45,68,1.59,37
10-03-2014,108,80,100,53,72,1.67,22
11-03-2014,207,158,197,75,82,2.38,36
12-03-2014,36,10,22,8,25,0.4,63
13-03-2014,58,20,79,14,37,0.63,51
14-03-2014,62,20,78,13,31,0.51,63
15-03-2014,128,93,172,42,89,1.46,28
16-03-2014,151,113,198,76,72,2.11,51
17-03-2014,181,82,240,26,49,1.2,45
18-03-2014,86,36,121,16,35,0.61,71
19-03-2014,75,46,93,16,45,0.77,48
20-03-2014,37,10,27,5,22,0.38,66
21-03-2014,54,24,63,11,43,0.62,52
22-03-2014,82,46,114,16,53,0.84,49
23-03-2014,166,126,176,41,67,1.53,76
25-03-2014,241,191,229,46,89,1.54,89
26-03-2014,322,272,321,44,110,1.98,65
27-03-2014,294,249,300,33,106,2.37,15
28-03-2014,169,127,170,24,66,1.69,38
29-03-2014,72,39,76,7,36,0.58,60
30-03-2014,63,31,77,8,57,0.54,47
31-03-2014,172,132,183,34,80,1.75,45
01-02-2014,179,135,146,51,57,1.99,7
02-02-2014,105,63,93,18,30,1.19,43
03-02-2014,40,5,31,4,8,0.3,69
04-02-2014,50,26,39,19,21,0.62,56
05-02-2014,116,87,101,52,48,1.58,25
06-02-2014,158,119,131,67,65,2.08,20
07-02-2014,124,94,60,34,51,1.45,23
08-02-2014,102,72,43,23,38,1.27,33
09-02-2014,29,8,15,15,17,0.45,55
10-02-2014,35,23,27,25,37,0.74,42
11-02-2014,133,100,114,58,78,2.09,17
12-02-2014,150,111,115,53,77,2.15,21
13-02-2014,241,190,176,74,84,2.85,16
14-02-2014,311,265,295,73,94,3.11,13
15-02-2014,424,387,443,102,107,3.75,14
16-02-2014,339,296,204,79,87,3.18,26
17-02-2014,137,104,50,65,71,2.03,30
18-02-2014,95,70,84,37,61,1.13,26
19-02-2014,89,66,74,34,61,1.23,29
20-02-2014,208,161,171,43,78,2.16,9
21-02-2014,308,257,284,77,103,2.67,20
22-02-2014,313,262,299,99,101,3.32,11
23-02-2014,262,212,248,128,92,3.61,9
24-02-2014,309,259,327,133,119,4.74,10
25-02-2014,402,353,390,75,121,5.29,8
26-02-2014,330,315,250,80,105,3.7,13
27-02-2014,31,15,22,12,22,0.43,57
28-02-2014,106,77,102,32,71,1.5,15
01-01-2014,86,44,110,27,62,1.48,27
02-01-2014,117,110,166,71,92,3.4,8
03-01-2014,80,46,97,28,52,1.3,32
04-01-2014,153,116,149,40,76,2.84,4
05-01-2014,119,89,116,35,67,2.29,15
06-01-2014,184,139,160,46,68,2.38,4
07-01-2014,143,110,124,34,59,1.97,20
08-01-2014,29,15,25,13,21,0.51,43
09-01-2014,43,26,45,19,34,0.8,35
10-01-2014,87,63,94,53,70,1.89,9
11-01-2014,143,109,131,77,92,2.8,8
12-01-2014,42,23,42,25,36,0.69,39
13-01-2014,110,82,107,66,78,2.3,9
14-01-2014,109,82,108,67,75,2.37,12
15-01-2014,148,122,149,74,91,2.8,10
16-01-2014,381,343,376,110,122,4.45,9
17-01-2014,211,169,200,67,76,2.51,12
18-01-2014,104,77,84,43,62,1.57,21
19-01-2014,177,115,186,71,72,2.51,17
20-01-2014,37,7,33,6,15,0.32,56
21-01-2014,51,35,47,33,45,0.95,31
22-01-2014,153,117,143,74,92,2.3,8
24-01-2014,185,147,167,78,92,2.78,12
25-01-2014,40,22,39,23,39,0.88,41
26-01-2014,77,52,81,45,47,0.99,29
27-01-2014,128,89,119,56,60,1.78,23
28-01-2014,61,40,76,28,39,0.92,42
29-01-2014,155,118,142,70,75,2.3,9
30-01-2014,93,67,90,37,44,1.16,42
31-01-2014,184,143,181,63,47,1.44,21
01-12-2013,56,60,77,34,56,1.7,15
02-12-2013,109,98,123,53,75,2.53,6
03-12-2013,113,65,88,38,54,1.58,20
04-12-2013,99,83,101,42,62,2.04,11
05-12-2013,83,39,55,30,38,1.17,23
06-12-2013,93,125,158,49,77,2.46,6
07-12-2013,233,248,292,63,100,4.34,3
08-12-2013,341,179,192,48,61,3.01,5
09-12-2013,97,11,16,9,21,0.59,39
10-12-2013,36,20,44,14,29,0.96,29
11-12-2013,33,19,29,14,29,0.74,31
12-12-2013,36,15,28,10,24,0.75,35
13-12-2013,41,47,63,29,45,1.3,16
14-12-2013,64,40,47,29,40,1.18,26
15-12-2013,61,47,55,31,49,1.52,18
16-12-2013,92,104,127,59,71,2.55,6
17-12-2013,137,58,45,35,38,1.34,31
18-12-2013,32,27,41,22,30,0.81,31
19-12-2013,49,45,59,29,49,1.22,22
20-12-2013,63,30,46,28,46,1.1,25
21-12-2013,50,64,84,44,69,1.64,20
22-12-2013,132,134,177,67,95,2.74,7
23-12-2013,199,126,165,61,90,2.87,12
24-12-2013,202,221,268,95,123,4.85,6
25-12-2013,278,166,216,64,92,3.2,24
26-12-2013,91,9,19,8,20,0.4,50
27-12-2013,24,16,21,19,34,0.59,23
28-12-2013,39,11,19,11,22,0.38,20
29-12-2013,58,57,86,47,75,1.73,15
30-12-2013,74,41,83,27,51,1.06,27
31-12-2013,93,51,149,23,49,1.27,33
01-11-2013,231,181,202,14,100,1.89,0
02-11-2013,294,243,253,11,104,2.14,0
03-11-2013,80,53,82,5,45,0.82,0
04-11-2013,57,36,60,9,54,0.87,0
05-11-2013,184,143,188,23,95,2.06,0
06-11-2013,189,91,135,9,55,1.47,0
07-11-2013,59,32,55,9,42,0.35,0
08-11-2013,106,124,160,50,93,2.23,0
09-11-2013,178,89,114,39,65,1.58,0
10-11-2013,53,16,39,8,27,0.45,0
11-11-2013,47,32,56,17,49,0.75,0
12-11-2013,77,55,81,21,58,1.36,0
13-11-2013,114,149,180,48,97,2.76,0
14-11-2013,170,66,103,19,55,1.31,0
15-11-2013,95,92,167,27,81,2.12,0
16-11-2013,109,40,92,11,30,0.76,0
17-11-2013,33,9,21,6,20,0.46,0
18-11-2013,19,8,16,6,18,0.42,0
19-11-2013,22,30,41,16,37,0.77,0
20-11-2013,74,59,76,23,54,1.65,0
21-11-2013,92,89,103,34,69,1.93,0
22-11-2013,134,126,130,45,83,2.28,3
23-11-2013,212,173,158,56,96,2.9,13
24-11-2013,169,70,130,24,41,1.18,22
25-11-2013,59,14,26,8,22,0.54,33
26-11-2013,37,16,46,9,21,0.75,37
27-11-2013,42,6,34,2,6,0.38,50
28-11-2013,31,16,32,11,23,0.68,36
29-11-2013,56,56,71,30,57,1.69,17
30-11-2013,70,34,49,26,41,1.01,24
28-10-2013,306,255,277,30,105,2.6,15
29-10-2013,62,39,62,10,46,0.91,27
30-10-2013,99,71,101,11,72,1.18,14
31-10-2013,176,135,162,10,96,1.62,2
