DATE,AQI,PM2.5,PM10,SO2,NO2,CO2,O3
02-09-2018,58,40,33,2,16,0.73,96
03-09-2018,46,16,15,6,14,0.41,59
04-09-2018,26,6,18,1,21,0.34,51
05-09-2018,37,10,30,3,28,0.41,65
06-09-2018,40,7,35,2,17,0.34,55
07-09-2018,25,4,17,2,14,0.3,48
08-09-2018,29,6,22,2,24,0.33,46
09-09-2018,55,22,54,4,38,0.52,61
10-09-2018,66,41,72,5,49,0.89,65
11-09-2018,71,43,72,5,38,0.76,71
12-09-2018,65,42,47,3,36,0.72,88
13-09-2018,109,79,100,4,47,0.93,91
14-09-2018,128,97,114,3,48,1.04,86
15-09-2018,39,17,25,1,19,0.38,51
16-09-2018,30,6,24,2,28,0.34,49
17-09-2018,42,11,42,2,44,0.42,30
18-09-2018,50,18,52,2,45,0.53,32
19-09-2018,53,25,58,7,50,0.68,23
20-09-2018,64,41,67,2,46,0.72,57
21-09-2018,48,16,45,2,26,0.36,39
22-09-2018,27,5,26,1,16,0.25,48
23-09-2018,29,5,27,2,19,0.26,39
24-09-2018,27,6,21,2,23,0.31,40
25-09-2018,47,21,48,3,29,0.6,61
26-09-2018,52,32,54,2,38,0.62,49
27-09-2018,85,62,80,4,56,0.89,33
28-09-2018,76,52,22,2,34,0.75,37
29-09-2018,22,6,13,4,21,0.32,37
30-09-2018,23,5,18,2,19,0.3,37
01-08-2018,109,55,83,2,25,1.03,148
02-08-2018,130,83,102,4,23,1.49,139
03-08-2018,100,53,81,2,26,0.97,123
04-08-2018,122,63,97,9,26,1.24,163
05-08-2018,67,35,58,3,18,0.8,94
06-08-2018,53,36,49,11,30,1.39,51
07-08-2018,86,58,64,2,24,1.24,89
08-08-2018,41,19,22,3,18,0.89,63
09-08-2018,67,24,35,1,25,0.92,98
10-08-2018,102,30,47,4,24,0.82,140
11-08-2018,69,40,46,2,22,1.03,107
12-08-2018,74,53,39,4,22,1.19,77
13-08-2018,66,46,49,2,22,1.01,103
14-08-2018,41,22,30,3,17,0.74,61
15-08-2018,37,12,27,1,21,0.5,66
16-08-2018,53,12,29,4,20,0.42,100
17-08-2018,100,32,63,2,30,0.63,152
18-08-2018,46,13,23,4,22,0.49,77
19-08-2018,40,20,36,2,27,0.73,51
20-08-2018,51,22,38,4,20,0.7,87
21-08-2018,44,12,32,1,24,0.43,84
22-08-2018,47,17,47,4,39,0.63,43
23-08-2018,51,15,40,2,27,0.58,86
25-08-2018,90,34,74,3,24,0.72,136
27-08-2018,114,59,83,5,29,1.02,147
29-08-2018,44,6,24,1,19,0.41,91
31-08-2018,62,14,30,2,21,0.51,119
01-07-2018,80,46,57,3,24,0.92,115
02-07-2018,72,42,55,2,22,0.76,92
03-07-2018,85,53,54,2,22,0.76,108
04-07-2018,112,57,78,2,29,0.82,138
05-07-2018,126,69,107,3,33,1.09,142
06-07-2018,92,33,54,2,23,0.87,142
07-07-2018,72,51,55,2,25,0.84,42
08-07-2018,81,50,29,2,21,0.83,91
09-07-2018,103,77,44,2,27,0.9,57
10-07-2018,49,32,34,2,20,0.69,63
11-07-2018,43,28,27,2,32,0.61,47
12-07-2018,44,30,25,2,28,0.7,46
13-07-2018,59,41,49,2,36,0.82,55
14-07-2018,80,49,43,2,22,0.72,95
15-07-2018,99,58,54,3,27,0.85,110
16-07-2018,45,26,29,2,25,0.72,58
17-07-2018,27,17,16,2,25,0.66,46
18-07-2018,105,78,58,2,24,1.22,67
19-07-2018,91,67,63,4,31,0.92,75
20-07-2018,114,83,57,3,26,1.02,104
21-07-2018,107,68,81,3,20,0.8,123
22-07-2018,69,42,50,2,24,0.77,71
23-07-2018,81,52,60,2,22,0.88,81
24-07-2018,27,16,22,2,16,0.59,32
25-07-2018,36,9,16,2,16,0.47,71
26-07-2018,48,10,28,2,22,0.49,86
27-07-2018,68,45,56,2,21,1.05,102
28-07-2018,94,53,66,2,19,1.04,128
29-07-2018,111,71,89,2,26,1.22,126
30-07-2018,116,71,87,2,26,1.1,126
31-07-2018,118,61,83,3,28,1.05,135
01-06-2018,91,26,66,2,44,0.47,130
02-06-2018,120,47,101,7,48,0.7,159
03-06-2018,92,53,125,3,37,0.64,105
04-06-2018,76,28,86,2,38,0.42,98
05-06-2018,110,38,117,6,44,0.55,135
06-06-2018,116,48,139,8,42,0.69,151
07-06-2018,71,23,58,2,23,0.48,113
08-06-2018,52,13,36,2,30,0.42,87
09-06-2018,52,20,43,2,29,0.53,81
10-06-2018,60,31,32,1,21,0.67,103
11-06-2018,88,63,61,1,29,0.78,106
12-06-2018,125,84,94,2,43,0.94,111
13-06-2018,77,46,38,2,30,0.88,82
14-06-2018,66,21,38,2,35,0.61,105
15-06-2018,130,80,46,4,28,1.41,128
16-06-2018,111,77,69,2,28,0.94,124
17-06-2018,77,45,59,2,27,0.77,121
18-06-2018,126,80,92,2,33,0.88,116
19-06-2018,92,49,69,3,26,0.91,119
20-06-2018,79,38,50,2,29,0.7,106
21-06-2018,91,25,61,5,33,0.71,133
22-06-2018,90,56,87,6,49,1.05,106
23-06-2018,128,55,84,3,32,0.8,181
24-06-2018,121,54,94,3,32,0.75,170
25-06-2018,109,76,113,4,41,1.02,143
26-06-2018,183,124,44,3,34,1.58,141
27-06-2018,57,25,49,2,32,0.49,73
28-06-2018,40,8,23,3,21,0.3,79
29-06-2018,71,17,56,2,41,0.45,92
30-06-2018,108,31,74,4,33,0.83,140
01-05-2018,125,40,176,2,28,0.46,57
02-05-2018,45,15,43,2,22,0.28,70
03-05-2018,50,13,51,2,25,0.26,79
04-05-2018,87,57,108,7,53,0.59,89
05-05-2018,179,78,246,4,45,0.52,70
06-05-2018,121,59,190,3,40,0.51,82
07-05-2018,102,55,137,8,34,0.76,115
08-05-2018,68,27,76,4,39,0.49,81
09-05-2018,86,43,96,7,46,0.63,100
10-05-2018,122,89,138,11,60,1.03,119
11-05-2018,105,78,107,5,50,0.84,86
12-05-2018,190,139,132,3,43,1.51,80
13-05-2018,72,44,78,5,38,0.58,96
14-05-2018,168,118,150,6,43,1.21,137
15-05-2018,95,67,102,4,39,1.02,101
16-05-2018,147,111,75,4,36,1.81,93
17-05-2018,64,43,52,2,27,0.95,60
18-05-2018,60,21,47,3,25,0.53,108
19-05-2018,78,36,70,4,41,0.74,100
20-05-2018,59,36,45,2,28,0.77,89
21-05-2018,82,60,25,2,36,1.02,35
22-05-2018,105,42,133,1,24,0.4,63
23-05-2018,142,56,231,4,39,0.47,77
24-05-2018,107,49,129,7,49,0.74,118
25-05-2018,111,60,126,6,38,0.76,131
26-05-2018,140,99,167,3,35,0.81,87
27-05-2018,89,42,125,2,31,0.35,83
28-05-2018,188,64,256,2,22,0.24,67
29-05-2018,46,12,38,2,30,0.31,67
30-05-2018,56,12,36,2,32,0.34,94
31-05-2018,97,26,66,5,42,0.56,130
01-04-2018,221,173,209,14,78,1.51,102
02-04-2018,283,229,211,10,61,1.82,104
03-04-2018,78,12,98,2,15,0.28,75
04-04-2018,34,21,20,2,30,0.44,36
05-04-2018,91,48,70,2,28,0.59,33
05-04-2018,91,48,70,2,28,0.59,33
06-04-2018,78,16,89,1,8,0.26,86
07-04-2018,52,15,43,3,18,0.31,86
08-04-2018,68,38,85,5,47,0.56,55
09-04-2018,112,83,121,20,62,1.36,65
10-04-2018,96,53,118,7,39,0.87,60
11-04-2018,50,17,53,3,33,0.32,66
12-04-2018,78,30,106,8,38,0.61,64
13-04-2018,64,37,59,8,54,1.18,34
14-04-2018,122,28,171,1,12,0.3,82
15-04-2018,66,22,84,3,27,0.33,74
16-04-2018,104,68,151,9,48,0.66,80
17-04-2018,142,97,217,9,40,0.81,100
18-04-2018,144,107,208,9,45,0.86,93
19-04-2018,170,123,192,8,52,1.01,116
20-04-2018,173,123,157,13,41,1.4,145
21-04-2018,102,72,49,3,36,1.03,67
22-04-2018,35,9,18,2,18,0.38,67
23-04-2018,41,15,32,2,24,0.41,76
24-04-2018,45,17,36,3,36,0.42,68
25-04-2018,61,30,62,3,43,0.46,81
26-04-2018,118,88,110,7,49,0.76,94
27-04-2018,111,41,169,3,39,0.58,87
28-04-2018,129,86,165,9,53,0.76,112
29-04-2018,196,151,175,7,61,1.07,103
30-04-2018,62,28,69,4,23,0.65,85
01-03-2018,48,14,48,3,15,0.38,75
02-03-2018,99,73,99,17,52,1.08,41
03-03-2018,217,167,195,19,75,1.94,29
04-03-2018,135,61,198,7,37,0.89,38
05-03-2018,92,47,132,8,43,0.93,37
06-03-2018,65,45,65,10,40,0.95,44
07-03-2018,64,44,61,8,48,0.78,34
08-03-2018,61,42,58,5,35,0.73,59
09-03-2018,136,101,112,12,68,1.3,35
10-03-2018,165,123,136,15,64,1.53,60
11-03-2018,83,60,69,16,47,1.33,51
12-03-2018,183,141,147,11,72,1.7,43
13-03-2018,289,238,9,10,93,2.08,71
14-03-2018,293,242,0,16,80,2.61,54
15-03-2018,69,26,48,3,17,0.46,75
16-03-2018,57,31,63,6,29,0.59,62
17-03-2018,82,58,35,4,60,0.93,18
18-03-2018,135,102,21,2,54,1.02,41
19-03-2018,101,73,29,3,45,0.78,51
20-03-2018,44,22,39,3,32,0.48,61
21-03-2018,78,56,79,8,53,0.84,38
22-03-2018,114,85,103,7,65,0.96,47
23-03-2018,146,110,137,10,86,1.36,31
24-03-2018,117,85,84,9,60,1.12,63
25-03-2018,76,53,91,6,56,0.63,70
26-03-2018,155,117,141,11,70,0.99,78
27-03-2018,245,194,195,11,98,1.37,64
28-03-2018,388,154,858,5,52,0.89,56
29-03-2018,115,44,178,12,45,0.86,51
30-03-2018,68,39,81,7,50,0.59,60
31-03-2018,128,96,148,12,80,1.05,56
01-02-2018,67,30,83,10,39,0.78,39
02-02-2018,35,7,29,4,11,0.36,67
03-02-2018,28,7,20,4,19,0.4,55
04-02-2018,37,17,34,7,33,0.57,43
05-02-2018,32,6,17,3,14,0.34,64
06-02-2018,61,41,53,12,51,0.9,29
07-02-2018,63,32,53,8,34,0.73,54
08-02-2018,69,48,68,11,54,0.96,32
09-02-2018,90,41,109,8,36,0.81,47
10-02-2018,41,9,41,3,12,0.36,67
11-02-2018,64,8,78,3,6,0.28,73
12-02-2018,52,10,55,4,13,0.38,66
13-02-2018,80,55,77,13,58,1.2,29
14-02-2018,43,14,35,3,19,0.44,69
15-02-2018,62,37,48,13,19,0.52,70
16-02-2018,105,75,97,14,23,0.61,64
17-02-2018,105,78,89,15,34,1.43,42
18-02-2018,148,113,95,14,48,1.86,47
19-02-2018,185,140,75,23,44,2.18,52
20-02-2018,72,47,19,5,21,0.72,68
21-02-2018,51,32,41,7,26,0.66,60
22-02-2018,44,15,44,5,27,0.51,57
23-02-2018,48,20,48,5,30,0.63,53
24-02-2018,63,30,77,10,22,0.73,54
25-02-2018,75,54,66,10,42,0.88,41
26-02-2018,159,120,120,21,71,1.66,43
27-02-2018,219,169,171,12,57,2.05,38
28-02-2018,133,92,121,9,37,1.12,66
01-01-2018,55,35,65,11,46,1.23,23
02-01-2018,46,27,48,6,35,0.94,28
03-01-2018,29,10,26,4,20,0.44,44
04-01-2018,28,14,27,4,31,0.51,32
05-01-2018,51,30,52,8,51,0.95,20
06-01-2018,29,14,27,5,38,0.57,35
07-01-2018,56,37,57,10,46,0.92,27
08-01-2018,51,12,56,3,10,0.34,60
09-01-2018,37,6,32,2,12,0.35,58
10-01-2018,32,5,20,2,8,0.3,62
11-01-2018,30,10,21,4,22,0.47,46
12-01-2018,77,55,77,12,72,1.32,11
13-01-2018,130,98,122,17,85,1.83,8
14-01-2018,177,136,151,13,77,1.91,23
15-01-2018,48,29,52,7,48,0.94,29
16-01-2018,114,45,175,5,43,0.79,37
17-01-2018,77,43,106,9,51,1.09,31
18-01-2018,87,56,96,11,74,1.19,14
19-01-2018,108,80,119,14,78,1.56,19
20-01-2018,61,30,73,9,51,0.88,24
21-01-2018,63,35,74,20,47,1.3,21
22-01-2018,45,23,47,4,28,0.7,45
23-01-2018,35,8,29,3,14,0.44,58
24-01-2018,36,15,30,4,28,0.48,52
25-01-2018,29,8,21,3,26,0.44,52
26-01-2018,39,24,36,7,43,0.6,34
27-01-2018,105,78,92,14,71,1.48,9
28-01-2018,56,13,62,2,16,0.42,62
29-01-2018,55,8,61,3,18,0.37,59
30-01-2018,36,10,34,5,26,0.44,57
31-01-2018,61,19,70,6,28,0.47,54
01-12-2017,91,67,99,10,66,1.26,12
02-12-2017,187,144,177,15,103,2.24,5
03-12-2017,79,52,72,6,41,0.92,40
04-12-2017,28,5,21,1,15,0.34,53
05-12-2017,44,22,46,5,43,0.72,27
06-12-2017,49,23,53,6,41,0.78,32
07-12-2017,27,8,25,4,19,0.42,39
08-12-2017,41,20,43,5,40,0.73,23
09-12-2017,56,33,62,8,58,1.04,16
10-12-2017,43,6,45,2,13,0.28,61
11-12-2017,28,5,20,2,15,0.32,54
12-12-2017,28,12,25,3,30,0.55,27
13-12-2017,49,31,49,6,50,0.87,10
14-12-2017,94,70,85,18,68,1.76,6
15-12-2017,62,35,57,6,34,0.85,37
16-12-2017,40,7,39,1,10,0.32,58
17-12-2017,46,24,48,5,48,0.76,30
18-12-2017,48,13,49,3,21,0.44,47
19-12-2017,55,34,66,8,47,0.74,20
20-12-2017,44,21,44,4,40,0.65,36
21-12-2017,74,51,77,12,77,1.33,9
22-12-2017,62,36,63,9,55,1.07,29
23-12-2017,50,30,55,10,60,1.02,13
24-12-2017,50,14,50,3,17,0.42,59
25-12-2017,46,28,46,8,44,0.69,28
26-12-2017,41,22,42,6,45,0.73,31
27-12-2017,101,75,91,10,69,1.45,7
28-12-2017,140,105,120,11,68,1.86,10
29-12-2017,221,172,194,6,85,2.9,6
30-12-2017,157,116,129,4,62,2.03,22
31-12-2017,55,29,62,5,47,0.83,21
01-11-2017,88,63,99,2,76,1.01,12
02-11-2017,75,50,84,5,55,0.91,27
03-11-2017,28,7,27,2,27,0.34,39
04-11-2017,56,33,60,3,51,0.73,22
05-11-2017,131,98,118,5,67,1.23,17
06-11-2017,200,151,136,4,67,1.48,25
07-11-2017,129,86,74,2,43,0.93,35
08-11-2017,41,18,42,5,48,0.79,19
09-11-2017,75,50,89,5,61,1.34,8
10-11-2017,40,9,39,2,15,0.31,49
11-11-2017,35,16,34,3,34,0.42,24
12-11-2017,75,53,89,5,61,0.97,7
13-11-2017,63,26,71,2,30,0.62,38
14-11-2017,30,9,27,2,23,0.44,39
15-11-2017,38,14,36,2,35,0.51,35
16-11-2017,76,55,83,9,69,1.29,10
17-11-2017,57,24,59,4,32,0.67,40
18-11-2017,54,34,54,5,31,0.58,38
19-11-2017,115,86,114,8,69,1.27,8
20-11-2017,135,101,128,10,83,1.82,11
21-11-2017,166,119,161,11,85,1.83,20
22-11-2017,35,7,33,2,16,0.33,52
23-11-2017,31,6,28,2,19,0.37,43
24-11-2017,40,18,44,5,31,0.53,33
25-11-2017,63,39,74,7,57,0.97,16
26-11-2017,36,10,27,2,22,0.39,49
27-11-2017,91,67,92,9,69,1.37,8
28-11-2017,75,39,78,4,39,0.86,36
29-11-2017,34,12,32,3,32,0.48,33
30-11-2017,45,22,46,6,41,0.68,28
01-10-2017,111,73,91,1,47,0.75,52
02-10-2017,42,12,44,3,32,0.5,24
03-10-2017,34,15,33,1,32,0.43,23
05-10-2017,74,53,77,4,38,0.72,45
06-10-2017,91,67,89,5,47,0.78,43
07-10-2017,146,109,131,2,71,1.11,11
08-10-2017,168,126,91,2,67,1.26,5
09-10-2017,45,29,10,2,29,0.64,20
10-10-2017,19,5,8,2,18,0.33,31
11-10-2017,22,10,20,2,26,0.41,22
12-10-2017,35,19,35,2,37,0.49,22
13-10-2017,53,35,53,1,45,0.75,22
14-10-2017,34,14,32,3,41,0.61,18
15-10-2017,64,46,52,2,38,1.01,21
16-10-2017,56,38,51,3,39,0.92,29
17-10-2017,92,68,80,2,46,1.19,25
18-10-2017,90,67,22,2,44,1.18,17
19-10-2017,74,53,20,1,36,1.16,24
20-10-2017,123,93,47,2,44,1.36,25
21-10-2017,103,75,57,2,36,1.31,36
22-10-2017,54,37,47,3,41,0.89,16
23-10-2017,49,34,43,2,36,0.66,24
24-10-2017,90,66,76,2,44,0.91,30
25-10-2017,141,106,58,2,52,1.27,16
26-10-2017,195,149,17,2,65,1.56,11
27-10-2017,217,166,0,2,65,1.54,20
28-10-2017,78,47,48,1,26,0.66,38
29-10-2017,27,7,21,2,24,0.34,39
30-10-2017,40,17,41,3,44,0.53,24
31-10-2017,83,56,98,4,69,0.94,7
01-09-2017,177,134,149,2,38,1.39,71
02-09-2017,148,109,118,2,32,1.16,79
03-09-2017,77,55,77,3,29,0.77,87
04-09-2017,117,87,111,3,34,0.9,93
05-09-2017,67,39,59,2,33,0.65,51
06-09-2017,47,14,47,2,40,0.48,56
07-09-2017,85,42,97,2,46,0.72,102
08-09-2017,139,106,134,2,58,1.08,51
09-09-2017,110,78,115,2,31,1.12,148
10-09-2017,121,90,104,3,40,1.14,56
11-09-2017,43,19,36,2,38,0.5,46
12-09-2017,50,19,55,1,41,0.5,59
13-09-2017,101,70,120,5,56,1.07,94
14-09-2017,125,86,125,4,47,1.03,89
15-09-2017,83,58,98,3,59,0.84,59
16-09-2017,116,87,124,3,60,1.04,74
17-09-2017,36,10,30,2,32,0.37,53
18-09-2017,61,21,70,2,53,0.55,62
19-09-2017,47,12,48,2,44,0.44,42
20-09-2017,47,12,51,2,44,0.41,47
21-09-2017,88,55,115,7,73,0.94,66
22-09-2017,69,24,90,2,38,0.46,53
23-09-2017,117,46,183,5,68,0.82,47
24-09-2017,100,59,146,4,54,0.97,84
25-09-2017,103,75,129,7,45,1.44,79
26-09-2017,74,48,67,2,40,0.71,35
27-09-2017,53,26,58,3,47,0.92,14
28-09-2017,33,9,33,2,27,0.32,41
29-09-2017,74,40,95,3,67,0.72,34
30-09-2017,144,107,155,4,66,1.11,56
01-08-2017,98,67,86,2,29,0.96,92
02-08-2017,51,33,50,3,24,1.04,47
03-08-2017,47,19,37,2,17,0.6,85
04-08-2017,68,20,43,2,34,0.54,92
05-08-2017,75,25,57,2,33,0.62,108
06-08-2017,53,16,33,2,27,0.47,87
07-08-2017,50,9,32,2,29,0.4,90
08-08-2017,96,27,67,2,37,0.64,121
09-08-2017,59,21,34,2,23,0.54,103
10-08-2017,90,62,83,2,31,0.75,106
11-08-2017,123,89,98,2,36,1.14,88
12-08-2017,46,29,36,2,34,0.73,68
13-08-2017,60,39,50,2,34,0.87,49
14-08-2017,52,26,40,2,25,0.74,83
15-08-2017,77,52,73,3,30,0.91,94
16-08-2017,87,56,71,2,36,0.86,62
17-08-2017,48,21,34,2,26,0.67,73
18-08-2017,76,51,72,2,50,1.14,60
19-08-2017,64,41,50,2,31,1,75
20-08-2017,84,59,71,2,35,1.19,77
21-08-2017,103,68,92,2,36,1.04,108
22-08-2017,104,77,94,2,33,0.93,67
23-08-2017,48,10,28,2,25,0.51,81
24-08-2017,41,13,36,2,35,0.52,40
25-08-2017,38,8,34,2,35,0.41,38
26-08-2017,50,13,53,2,46,0.52,29
27-08-2017,35,16,27,2,27,0.52,55
28-08-2017,36,18,17,2,25,0.49,39
29-08-2017,43,14,45,3,34,0.47,41
30-08-2017,74,50,85,3,42,0.79,70
31-08-2017,106,79,97,2,33,0.88,65
01-07-2017,137,89,132,3,40,0.97,154
02-07-2017,157,93,122,6,31,1.08,157
03-07-2017,88,59,77,2,28,0.81,103
04-07-2017,73,48,55,2,37,0.8,88
05-07-2017,117,82,92,2,36,1.02,116
06-07-2017,96,69,49,3,31,1.37,71
07-07-2017,65,31,38,2,18,0.73,113
08-07-2017,80,36,57,1,28,0.63,129
09-07-2017,125,73,98,2,28,1.02,152
10-07-2017,80,24,52,2,30,0.5,124
11-07-2017,118,43,88,3,40,0.78,171
12-07-2017,136,73,131,3,38,0.92,165
13-07-2017,101,65,93,3,24,0.74,131
14-07-2017,71,32,62,2,34,0.64,112
15-07-2017,71,34,45,2,26,0.89,111
16-07-2017,110,63,84,2,34,1.11,123
17-07-2017,84,53,71,2,28,1.01,105
18-07-2017,87,62,80,2,26,0.89,91
19-07-2017,101,73,83,2,24,0.75,101
20-07-2017,127,96,113,2,29,0.78,104
21-07-2017,43,22,24,2,24,0.67,60
22-07-2017,37,21,35,2,29,0.61,46
23-07-2017,60,41,58,2,35,0.69,52
24-07-2017,60,40,57,2,38,0.76,26
25-07-2017,58,31,48,3,31,0.81,71
26-07-2017,41,21,33,2,29,0.68,62
27-07-2017,58,38,64,2,44,0.93,49
28-07-2017,54,26,57,2,41,0.71,62
29-07-2017,63,31,59,2,37,0.66,79
30-07-2017,83,36,66,2,33,0.65,104
31-07-2017,128,75,100,2,34,0.92,143
01-06-2017,69,22,56,3,27,0.6,113
02-06-2017,59,22,65,11,36,0.94,53
03-06-2017,60,28,55,4,34,0.69,75
04-06-2017,95,45,89,9,47,0.63,111
05-06-2017,108,63,113,15,59,0.91,119
06-06-2017,55,35,46,2,23,0.5,81
07-06-2017,78,45,53,2,29,0.6,85
08-06-2017,54,23,53,2,51,0.55,63
09-06-2017,89,28,88,4,50,0.59,103
10-06-2017,65,20,70,10,31,0.77,83
11-06-2017,79,31,83,6,46,0.64,88
12-06-2017,71,33,78,15,43,1.08,92
13-06-2017,68,39,62,4,41,0.81,98
14-06-2017,83,36,59,2,45,0.72,106
15-06-2017,104,37,89,3,44,0.59,150
16-06-2017,115,57,124,5,39,0.62,155
17-06-2017,134,79,155,10,36,0.87,177
18-06-2017,130,71,128,10,30,0.84,166
19-06-2017,91,35,58,2,25,0.57,146
20-06-2017,96,31,64,3,24,0.61,157
21-06-2017,101,49,83,7,28,0.86,151
22-06-2017,58,31,27,1,23,0.77,94
23-06-2017,46,18,11,2,18,0.66,85
24-06-2017,40,19,26,2,19,0.5,77
25-06-2017,63,25,44,2,30,0.5,84
26-06-2017,69,22,45,1,34,0.44,104
27-06-2017,135,69,106,5,39,0.79,150
28-06-2017,138,94,124,7,40,1.17,154
29-06-2017,108,59,86,5,30,0.82,152
30-06-2017,127,71,111,2,36,0.84,159
01-05-2017,82,40,112,7,44,0.7,71
02-05-2017,95,57,129,9,50,0.95,105
03-05-2017,104,72,121,8,47,0.85,79
04-05-2017,420,336,772,2,21,0.29,79
05-05-2017,256,185,438,3,21,0.31,64
06-05-2017,71,31,90,2,32,0.36,68
07-05-2017,64,26,75,3,40,0.4,78
08-05-2017,84,52,109,6,52,0.56,96
09-05-2017,81,45,97,6,25,0.51,107
10-05-2017,64,37,68,3,29,0.46,87
11-05-2017,91,28,130,3,30,0.32,69
12-05-2017,109,42,166,4,23,0.39,90
13-05-2017,61,18,71,2,15,0.25,72
14-05-2017,47,11,37,2,15,0.28,87
15-05-2017,58,20,58,5,23,0.52,94
16-05-2017,87,40,88,8,28,0.59,126
17-05-2017,118,58,111,8,34,0.68,151
18-05-2017,144,79,143,9,50,0.82,169
19-05-2017,145,83,152,8,39,0.79,153
20-05-2017,115,54,124,8,37,0.7,131
20-05-2017,115,54,124,8,37,0.7,131
21-05-2017,93,56,98,14,26,0.94,123
22-05-2017,62,42,60,7,33,1.15,40
23-05-2017,48,17,37,3,28,0.36,96
24-05-2017,54,16,51,2,41,0.38,77
25-05-2017,70,20,82,5,37,0.53,90
26-05-2017,90,43,94,8,48,0.58,110
27-05-2017,110,65,116,19,45,1.29,154
28-05-2017,150,87,137,15,34,1.36,167
29-05-2017,74,28,88,7,24,0.66,92
30-05-2017,69,39,68,2,36,0.64,91
31-05-2017,117,65,105,3,43,0.75,115
01-04-2017,61,28,73,5,50,0.58,48
02-04-2017,90,66,110,12,70,1.07,48
03-04-2017,159,122,168,19,76,1.26,74
04-04-2017,175,134,155,20,63,1.14,62
05-04-2017,83,61,60,5,27,0.61,95
06-04-2017,126,95,91,5,44,0.9,74
07-04-2017,103,76,120,7,43,0.79,60
08-04-2017,113,76,138,6,59,0.89,30
09-04-2017,86,63,100,6,45,0.88,46
10-04-2017,90,64,117,8,57,0.74,42
11-04-2017,61,27,66,3,31,0.38,62
12-04-2017,68,25,84,4,49,0.54,46
13-04-2017,91,52,131,13,60,1.03,49
14-04-2017,93,58,131,5,65,0.85,45
15-04-2017,69,34,86,4,48,0.48,63
16-04-2017,134,90,171,15,68,0.95,56
17-04-2017,180,125,215,7,54,0.95,57
18-04-2017,65,22,78,2,17,0.24,81
19-04-2017,83,41,113,6,67,0.8,20
20-04-2017,72,37,92,2,43,0.69,46
21-04-2017,55,16,56,2,20,0.29,74
22-04-2017,85,41,118,7,41,0.46,68
23-04-2017,60,22,71,3,21,0.37,86
23-04-2017,60,22,71,3,21,0.37,86
24-04-2017,70,33,82,4,30,0.5,73
25-04-2017,39,11,37,2,22,0.27,59
26-04-2017,43,13,38,2,27,0.33,64
27-04-2017,45,14,46,2,32,0.31,62
28-04-2017,58,21,65,2,36,0.39,67
29-04-2017,75,38,99,2,39,0.39,69
30-04-2017,106,48,159,4,42,0.48,77
01-03-2017,44,7,37,2,13,0.32,79
02-03-2017,61,36,73,11,50,0.81,40
03-03-2017,110,82,139,22,67,1.47,33
04-03-2017,112,83,107,24,68,1.54,47
05-03-2017,45,14,33,4,19,0.38,73
06-03-2017,44,16,44,5,34,0.61,48
07-03-2017,36,6,24,2,12,0.3,70
08-03-2017,35,9,29,2,20,0.39,68
09-03-2017,35,11,32,3,33,0.45,53
10-03-2017,55,30,60,10,59,0.79,41
11-03-2017,74,45,81,15,47,0.83,51
12-03-2017,41,6,27,2,11,0.26,79
13-03-2017,37,9,26,4,27,0.4,63
14-03-2017,42,17,44,6,38,0.52,52
15-03-2017,84,61,91,20,65,1.13,40
16-03-2017,149,112,153,23,86,1.35,39
17-03-2017,159,120,159,18,68,1.07,46
18-03-2017,184,140,168,14,65,1.13,67
19-03-2017,272,221,249,31,78,2.02,79
20-03-2017,184,142,146,18,72,1.34,39
21-03-2017,113,85,91,5,45,0.77,50
22-03-2017,173,131,170,17,77,1.21,39
23-03-2017,163,124,91,6,57,1.63,38
24-03-2017,82,59,0,2,46,0.96,34
25-03-2017,55,34,25,3,34,0.8,47
26-03-2017,36,11,26,2,20,0.33,70
27-03-2017,37,15,32,2,30,0.4,61
28-03-2017,80,56,90,8,50,0.65,52
29-03-2017,145,110,133,9,61,0.86,55
30-03-2017,119,88,131,14,54,1.14,46
31-03-2017,48,18,47,3,30,0.4,66
01-02-2017,54,30,49,12,24,0.6,56
02-02-2017,107,80,101,29,58,1.53,31
03-02-2017,196,154,181,43,83,2.57,25
04-02-2017,294,247,280,49,92,3.23,33
05-02-2017,32,12,16,6,23,0.46,64
06-02-2017,35,12,23,6,26,0.47,55
07-02-2017,101,75,93,20,59,1.51,17
08-02-2017,60,32,50,6,26,0.73,56
09-02-2017,36,6,20,2,10,0.3,73
10-02-2017,38,6,22,2,13,0.31,74
11-02-2017,62,42,66,17,43,0.87,45
12-02-2017,138,104,132,41,76,2.28,23
13-02-2017,109,79,104,23,66,2.06,32
14-02-2017,225,176,190,30,95,2.89,12
15-02-2017,283,232,209,35,105,3.16,22
16-02-2017,145,107,71,18,54,1.44,47
17-02-2017,45,20,37,6,27,0.52,59
18-02-2017,111,83,119,25,71,1.58,25
19-02-2017,150,97,143,24,61,1.41,43
20-02-2017,39,10,31,4,23,0.42,62
21-02-2017,83,60,77,14,58,1.32,17
22-02-2017,106,76,50,6,40,1.08,41
23-02-2017,36,16,28,6,29,0.59,60
24-02-2017,43,25,39,9,43,0.76,45
25-02-2017,30,10,21,5,29,0.47,58
26-02-2017,44,27,45,9,49,0.76,41
27-02-2017,87,64,93,16,75,1.42,27
28-02-2017,34,14,29,6,32,0.52,58
01-01-2017,454,430,501,8,131,6.43,4
02-01-2017,220,161,246,12,92,3.14,24
03-01-2017,338,290,380,17,137,5.61,9
